search_id,user_id,search_query,recommended_content,clicked_content,recommendation_score,search_timestamp
SRCH00003090,USER001242,Documentary,CONT000473,CONT000984,0.78,2025-10-14 21:42:32
SRCH00003091,USER000970,KDrama,CONT000127,CONT000127,0.27,2026-06-20 12:46:14
SRCH00003092,USER002421,Anime,CONT000593,CONT000593,0.52,2026-03-14 18:46:03
SRCH00003093,USER002847,Action Movies,CONT000646,CONT000436,0.77,2024-02-18 01:02:47
SRCH00003094,USER002156,Anime,CONT000028,CONT000243,0.98,2026-02-03 03:34:07
SRCH00003095,USER002125,KDrama,CONT000763,CONT000107,0.51,2026-04-15 12:45:26
SRCH00003096,USER000269,Action Movies,CONT000024,CONT000521,0.76,2025-10-24 03:30:27
SRCH00003097,USER002481,Kids,CONT000898,CONT000875,0.57,2026-01-29 15:46:35
SRCH00003098,USER001673,Marvel,CONT000505,CONT000441,0.19,2023-11-18 01:15:48
SRCH00003099,USER000685,Anime,CONT000501,CONT000157,0.94,2024-02-20 04:59:45
SRCH00003100,USER002094,Drama,CONT000357,CONT000778,0.16,2024-12-19 21:52:35
SRCH00003101,USER001901,Marvel,CONT000551,CONT000935,0.41,2024-08-15 02:54:00
SRCH00003102,USER002125,Drama,CONT000431,CONT000804,0.27,2026-06-15 16:07:17
SRCH00003103,USER000816,Kids,CONT000882,CONT000800,0.43,2025-08-31 20:09:55
SRCH00003104,USER001149,Comedy,CONT000506,CONT000109,0.40,2024-01-30 05:48:23
SRCH00003105,USER002985,Anime,CONT000893,CONT000042,0.08,2023-01-15 12:43:40
SRCH00003106,USER002423,Comedy,CONT000884,CONT000837,0.44,2024-07-19 16:03:14
SRCH00003107,USER001849,Drama,CONT000114,CONT000114,0.84,2024-01-08 20:57:57
SRCH00003108,USER000347,KDrama,CONT000678,CONT000386,0.00,2024-10-07 09:24:46
SRCH00003109,USER001779,IPL,CONT000355,CONT000355,0.08,2024-03-17 10:41:53
SRCH00003110,USER001514,Kids,CONT000899,CONT000644,0.59,2024-08-01 10:12:15
SRCH00003111,USER002667,Comedy,CONT000011,CONT000011,0.97,2025-01-20 23:32:31
SRCH00003112,USER001824,Drama,CONT000222,CONT000222,0.46,2025-07-28 03:43:31
SRCH00003113,USER001088,Marvel,CONT000282,CONT000252,0.77,2026-04-04 00:51:19
SRCH00003114,USER000257,Anime,CONT000788,CONT000788,0.64,2024-07-01 17:41:15
SRCH00003115,USER000546,Kids,CONT000042,CONT000042,0.67,2026-01-28 16:11:45
SRCH00003116,USER000249,Documentary,CONT000733,CONT000733,0.27,2025-08-01 07:43:51
SRCH00003117,USER001076,Drama,CONT000664,CONT000484,0.67,2025-10-31 09:34:24
SRCH00003118,USER001473,IPL,CONT000144,CONT000815,0.06,2026-01-08 18:19:02
SRCH00003119,USER000227,KDrama,CONT000244,CONT000244,0.82,2023-07-27 23:55:08
SRCH00003120,USER002411,Kids,CONT000430,CONT000430,0.16,2026-05-13 09:32:33
SRCH00003121,USER001965,Drama,CONT000962,CONT000807,0.57,2026-01-31 08:37:07
SRCH00003122,USER001440,Kids,CONT000346,CONT000346,0.82,2025-09-06 06:35:55
SRCH00003123,USER002661,Marvel,CONT000762,CONT000762,0.12,2024-06-20 18:58:34
SRCH00003124,USER000516,Documentary,CONT000963,CONT000963,0.89,2025-06-29 00:15:56
SRCH00003125,USER001861,Marvel,CONT000122,CONT000914,0.34,2024-10-24 04:49:01
SRCH00003126,USER001641,Marvel,CONT000340,CONT000048,0.50,2024-06-17 06:25:24
SRCH00003127,USER002400,Sci-Fi,CONT000085,CONT000463,0.09,2025-02-26 03:01:09
SRCH00003128,USER000364,Comedy,CONT000159,CONT000638,0.65,2024-10-22 09:16:35
SRCH00003129,USER002123,IPL,CONT000524,CONT000280,0.70,2023-12-15 03:16:39
SRCH00003130,USER002188,Kids,CONT000259,CONT000259,0.23,2025-07-07 06:52:09
SRCH00003131,USER000958,KDrama,CONT000441,CONT000277,0.66,2023-11-09 16:54:44
SRCH00003132,USER002692,Anime,CONT000410,CONT000410,0.92,2024-03-06 02:34:38
SRCH00003133,USER002983,KDrama,CONT000377,CONT000377,0.98,2025-12-26 09:24:13
SRCH00003134,USER001957,Drama,CONT000431,CONT000431,0.96,2023-03-15 17:22:11
SRCH00003135,USER000673,IPL,CONT000265,CONT000265,0.95,2024-02-09 05:13:35
SRCH00003136,USER000897,IPL,CONT000348,CONT000761,0.62,2023-01-31 16:17:58
SRCH00003137,USER000542,Action Movies,CONT000249,CONT000249,0.23,2024-05-21 23:25:50
SRCH00003138,USER002230,Anime,CONT000774,CONT000744,0.62,2023-07-09 09:55:34
SRCH00003139,USER001219,Drama,CONT000323,CONT000323,0.52,2023-01-03 04:44:00
SRCH00003140,USER002999,Drama,CONT000503,CONT000480,0.52,2024-12-23 16:40:09
SRCH00003141,USER002937,Marvel,CONT000916,CONT000620,0.72,2025-02-04 10:34:21
SRCH00003142,USER001703,Anime,CONT000005,CONT000268,0.94,2024-08-25 11:30:46
SRCH00003143,USER000362,Documentary,CONT000815,CONT000193,0.29,2023-03-06 07:46:22
SRCH00003144,USER001612,Documentary,CONT000055,CONT000571,0.23,2026-02-28 01:51:42
SRCH00003145,USER002137,KDrama,CONT000391,CONT000129,0.04,2025-12-27 18:54:55
SRCH00003146,USER002731,KDrama,CONT000571,CONT000578,0.77,2024-01-04 18:34:41
SRCH00003147,USER002776,Marvel,CONT000684,CONT000763,0.07,2023-09-06 16:18:00
SRCH00003148,USER001522,Action Movies,CONT000029,CONT000718,0.30,2025-05-28 13:00:49
SRCH00003149,USER000030,Kids,CONT000987,CONT000543,0.05,2024-08-02 07:51:48
SRCH00003150,USER000881,Marvel,CONT000210,CONT000262,0.76,2025-05-26 17:35:53
SRCH00003151,USER001080,Kids,CONT000154,CONT000073,0.44,2023-12-31 04:04:15
SRCH00003152,USER001571,Comedy,CONT000780,CONT000414,0.69,2023-05-29 05:18:55
SRCH00003153,USER001463,Anime,CONT000917,CONT000917,0.93,2023-12-02 12:49:48
SRCH00003154,USER000067,KDrama,CONT000364,CONT000364,0.91,2024-12-04 14:09:54
SRCH00003155,USER001010,Comedy,CONT000335,CONT000335,0.62,2024-03-18 12:49:21
SRCH00003156,USER001822,Anime,CONT000603,CONT000603,0.93,2024-02-22 22:27:59
SRCH00003157,USER001306,Documentary,CONT000393,CONT000042,0.20,2023-01-27 22:25:07
SRCH00003158,USER001730,Marvel,CONT000458,CONT000458,0.83,2023-10-31 22:34:01
SRCH00003159,USER001116,Action Movies,CONT000171,CONT000630,0.78,2025-12-15 21:10:09
SRCH00003160,USER000475,Marvel,CONT000499,CONT000831,0.56,2024-03-02 16:24:15
SRCH00003161,USER002633,Documentary,CONT000768,CONT000458,0.05,2023-07-01 19:25:28
SRCH00003162,USER000524,Marvel,CONT000430,CONT000846,0.51,2023-05-25 01:40:55
SRCH00003163,USER001038,Marvel,CONT000055,CONT000518,0.58,2025-11-04 08:59:38
SRCH00003164,USER000962,Comedy,CONT000811,CONT000421,0.36,2025-09-02 09:35:14
SRCH00003165,USER002643,Marvel,CONT000546,CONT000459,0.70,2023-04-29 06:17:31
SRCH00003166,USER000565,Marvel,CONT000803,CONT000803,0.87,2024-02-12 03:35:24
SRCH00003167,USER001301,Anime,CONT000446,CONT000446,0.86,2024-08-10 03:33:32
SRCH00003168,USER000732,Kids,CONT000770,CONT000172,0.73,2024-01-26 05:06:09
SRCH00003169,USER001313,Kids,CONT000652,CONT000652,0.45,2026-06-07 20:17:48
SRCH00003170,USER002732,Anime,CONT000583,CONT000568,0.59,2026-05-19 04:37:31
SRCH00003171,USER000569,Documentary,CONT000712,CONT000901,0.90,2023-04-06 23:07:07
SRCH00003172,USER002737,KDrama,CONT000296,CONT000296,0.86,2026-03-03 19:01:12
SRCH00003173,USER002306,Marvel,CONT000540,CONT000540,0.05,2025-02-05 21:58:01
SRCH00003174,USER000874,Action Movies,CONT000667,CONT000712,0.27,2025-10-30 00:59:58
SRCH00003175,USER001097,KDrama,CONT000631,CONT000812,0.30,2024-06-19 14:25:50
SRCH00003176,USER001718,IPL,CONT000534,CONT000193,0.35,2024-07-22 14:41:05
SRCH00003177,USER002506,Drama,CONT000225,CONT000900,0.53,2025-06-15 00:04:08
SRCH00003178,USER002181,Documentary,CONT000148,CONT000281,0.17,2025-10-16 10:22:13
SRCH00003179,USER001472,Sci-Fi,CONT000210,CONT000953,0.45,2023-03-03 00:21:06
SRCH00003180,USER002061,Sci-Fi,CONT000686,CONT000284,0.12,2024-02-16 21:23:07
SRCH00003181,USER001704,Anime,CONT000293,CONT000162,0.62,2023-07-10 02:53:17
SRCH00003182,USER002612,Drama,CONT000618,CONT000618,0.24,2026-05-12 13:35:13
SRCH00003183,USER001686,Anime,CONT000514,CONT000031,0.05,2023-07-01 07:17:22
SRCH00003184,USER000217,Kids,CONT000653,CONT000838,0.56,2024-08-09 06:58:17
SRCH00003185,USER001112,Marvel,CONT000856,CONT000856,0.94,2025-06-28 20:29:06
SRCH00003186,USER002470,Action Movies,CONT000520,CONT000520,0.73,2025-06-28 09:17:48
SRCH00003187,USER000205,Sci-Fi,CONT000569,CONT000888,0.70,2023-10-29 09:33:37
SRCH00003188,USER001258,Documentary,CONT000045,CONT000686,0.08,2026-01-30 05:26:06
SRCH00003189,USER002181,Drama,CONT000551,CONT000162,0.35,2023-04-25 14:31:40
SRCH00003190,USER000158,IPL,CONT000175,CONT000175,0.25,2025-10-04 16:41:54
SRCH00003191,USER001567,Marvel,CONT000465,CONT000465,0.86,2024-04-29 21:56:51
SRCH00003192,USER002096,Documentary,CONT000034,CONT000005,0.77,2025-02-19 22:42:15
SRCH00003193,USER000384,Action Movies,CONT000329,CONT000684,1.00,2023-06-05 08:17:58
SRCH00003194,USER001559,Drama,CONT000074,CONT000670,0.21,2023-11-23 18:03:03
SRCH00003195,USER002541,Comedy,CONT000408,CONT000408,0.21,2026-06-22 21:32:27
SRCH00003196,USER002859,Documentary,CONT000763,CONT000763,0.98,2023-05-19 05:14:22
SRCH00003197,USER001516,Comedy,CONT000189,CONT000478,0.49,2024-01-28 15:05:16
SRCH00003198,USER001794,Kids,CONT000696,CONT000485,0.42,2024-09-18 18:00:18
SRCH00003199,USER000396,IPL,CONT000794,CONT000277,0.56,2023-07-24 08:23:55
SRCH00003200,USER001118,Anime,CONT000240,CONT000117,0.37,2024-11-25 04:51:37
SRCH00003201,USER000401,Drama,CONT000469,CONT000469,0.49,2026-05-27 04:39:11
SRCH00003202,USER000001,Sci-Fi,CONT000744,CONT000303,0.67,2023-07-14 22:03:03
SRCH00003203,USER001185,Sci-Fi,CONT000817,CONT000817,0.19,2024-11-02 12:11:55
SRCH00003204,USER002023,Sci-Fi,CONT000944,CONT000093,0.52,2026-01-11 06:54:23
SRCH00003205,USER001186,KDrama,CONT000007,CONT000969,0.97,2023-12-25 14:28:10
SRCH00003206,USER001098,Marvel,CONT000126,CONT000737,0.67,2026-04-21 08:45:42
SRCH00003207,USER002113,Comedy,CONT000364,CONT000256,0.24,2026-05-24 00:29:30
SRCH00003208,USER000652,Action Movies,CONT000099,CONT000099,0.82,2024-07-24 21:55:24
SRCH00003209,USER001287,Marvel,CONT000860,CONT000860,0.34,2025-12-23 01:57:33
SRCH00003210,USER001127,IPL,CONT000649,CONT000672,0.30,2023-10-09 21:10:51
SRCH00003211,USER002177,IPL,CONT000009,CONT000899,0.62,2026-06-06 13:52:02
SRCH00003212,USER002540,Sci-Fi,CONT000601,CONT000689,0.00,2023-04-17 16:35:40
SRCH00003213,USER002016,Anime,CONT000623,CONT000875,0.10,2024-10-25 19:28:06
SRCH00003214,USER002086,Marvel,CONT000639,CONT000639,0.37,2023-05-09 01:36:43
SRCH00003215,USER001593,Sci-Fi,CONT000607,CONT000563,0.26,2025-06-12 18:29:19
SRCH00003216,USER002371,Action Movies,CONT000691,CONT000911,0.30,2026-02-13 00:31:36
SRCH00003217,USER001602,Comedy,CONT000931,CONT000931,0.59,2023-12-18 01:51:36
SRCH00003218,USER002980,Comedy,CONT000291,CONT000619,0.50,2023-08-14 07:51:34
SRCH00003219,USER002805,Documentary,CONT000078,CONT000891,0.48,2023-07-31 09:48:17
SRCH00003220,USER001566,KDrama,CONT000873,CONT000873,1.00,2025-01-07 07:23:46
SRCH00003221,USER002730,Kids,CONT000367,CONT000927,0.52,2023-04-04 01:47:25
SRCH00003222,USER001626,Marvel,CONT000297,CONT000910,0.59,2024-04-12 14:28:21
SRCH00003223,USER002761,Comedy,CONT000195,CONT000195,0.93,2024-09-02 09:49:52
SRCH00003224,USER000713,Documentary,CONT000320,CONT000495,0.42,2026-03-24 01:32:44
SRCH00003225,USER001070,Marvel,CONT000487,CONT000708,0.83,2023-09-28 16:21:42
SRCH00003226,USER001856,Kids,CONT000801,CONT000154,0.67,2023-07-24 01:42:00
SRCH00003227,USER000179,Anime,CONT000621,CONT000624,0.39,2026-01-04 12:29:26
SRCH00003228,USER002555,Sci-Fi,CONT000890,CONT000349,0.70,2024-02-26 05:03:40
SRCH00003229,USER002073,Kids,CONT000130,CONT000130,0.61,2024-03-02 00:34:24
SRCH00003230,USER000051,Marvel,CONT000903,CONT000891,0.42,2026-02-21 08:58:12
SRCH00003231,USER000860,Marvel,CONT000324,CONT000324,0.17,2024-07-12 12:10:09
SRCH00003232,USER001654,Documentary,CONT000117,CONT000362,0.31,2025-02-21 18:12:42
SRCH00003233,USER000774,Anime,CONT000816,CONT000348,0.54,2025-07-24 03:00:56
SRCH00003234,USER000930,Drama,CONT000798,CONT000504,0.03,2025-06-19 11:38:09
SRCH00003235,USER000042,Action Movies,CONT000541,CONT000520,0.62,2023-08-09 18:24:49
SRCH00003236,USER001538,Drama,CONT000885,CONT000885,0.88,2025-09-18 15:09:44
SRCH00003237,USER001548,Kids,CONT000959,CONT000959,0.70,2024-07-01 05:28:02
SRCH00003238,USER002092,IPL,CONT000712,CONT000712,0.88,2025-08-30 20:23:33
SRCH00003239,USER002714,Comedy,CONT000625,CONT000268,0.72,2024-12-03 10:19:12
SRCH00003240,USER002476,KDrama,CONT000483,CONT000991,0.77,2026-03-04 19:21:58
SRCH00003241,USER001544,Anime,CONT000516,CONT000053,0.36,2023-11-17 23:17:32
SRCH00003242,USER000693,Sci-Fi,CONT000458,CONT000458,0.77,2025-10-15 17:49:57
SRCH00003243,USER001544,KDrama,CONT000756,CONT000756,0.83,2024-12-25 18:24:17
SRCH00003244,USER002651,Comedy,CONT000889,CONT000889,0.56,2024-12-23 19:42:33
SRCH00003245,USER001277,IPL,CONT000019,CONT000516,0.64,2023-04-17 06:25:08
SRCH00003246,USER002202,Anime,CONT000311,CONT000939,0.84,2025-12-24 23:07:05
SRCH00003247,USER000861,Anime,CONT000443,CONT000725,0.70,2024-05-18 07:28:38
SRCH00003248,USER000078,Marvel,CONT000486,CONT000659,0.28,2024-02-15 09:13:46
SRCH00003249,USER000481,Kids,CONT000119,CONT000736,0.02,2026-02-27 13:40:27
SRCH00003250,USER001534,Action Movies,CONT000137,CONT000580,0.31,2023-01-25 16:57:18
SRCH00003251,USER000510,Action Movies,CONT000410,CONT000410,0.90,2024-01-30 04:36:45
SRCH00003252,USER001630,Action Movies,CONT000114,CONT000650,0.19,2025-12-04 08:05:23
SRCH00003253,USER002376,Documentary,CONT000811,CONT000240,0.23,2025-04-14 14:45:55
SRCH00003254,USER002701,Kids,CONT000509,CONT000483,0.55,2025-10-11 15:23:08
SRCH00003255,USER001302,Marvel,CONT000950,CONT000425,0.48,2023-12-03 22:45:38
SRCH00003256,USER002388,Action Movies,CONT000407,CONT000407,0.85,2025-03-07 00:42:18
SRCH00003257,USER002953,Marvel,CONT000504,CONT000238,0.41,2024-06-11 00:39:00
SRCH00003258,USER001732,Action Movies,CONT000419,CONT000419,0.30,2025-03-28 13:01:14
SRCH00003259,USER001679,Documentary,CONT000335,CONT000536,0.73,2025-10-05 08:31:29
SRCH00003260,USER001188,Anime,CONT000756,CONT000756,0.97,2023-08-09 10:38:04
SRCH00003261,USER001056,KDrama,CONT000285,CONT000285,0.82,2024-09-13 22:08:35
SRCH00003262,USER001438,Documentary,CONT000404,CONT000442,0.30,2025-07-20 09:01:57
SRCH00003263,USER002418,Marvel,CONT000150,CONT000044,0.68,2023-06-28 14:38:55
SRCH00003264,USER001991,Drama,CONT000260,CONT000260,0.70,2026-02-25 06:13:07
SRCH00003265,USER001349,Comedy,CONT000296,CONT000296,0.93,2025-05-25 01:34:05
SRCH00003266,USER001813,Documentary,CONT000276,CONT000674,0.75,2026-04-28 13:47:28
SRCH00003267,USER001213,KDrama,CONT000048,CONT000308,0.37,2026-04-22 22:04:56
SRCH00003268,USER002990,Drama,CONT000838,CONT000320,0.18,2025-09-14 22:29:50
SRCH00003269,USER001614,Anime,CONT000847,CONT000318,0.47,2026-04-01 01:24:35
SRCH00003270,USER002624,Documentary,CONT000144,CONT000844,0.03,2025-03-16 04:23:29
SRCH00003271,USER000068,IPL,CONT000399,CONT000991,0.50,2024-09-22 13:21:23
SRCH00003272,USER002425,Drama,CONT000048,CONT000005,0.41,2024-03-28 16:24:09
SRCH00003273,USER001825,Marvel,CONT000070,CONT000070,0.89,2024-06-01 05:42:30
SRCH00003274,USER002307,Action Movies,CONT000230,CONT000230,0.70,2024-06-16 17:41:27
SRCH00003275,USER000709,Anime,CONT000755,CONT000695,0.37,2025-09-30 06:50:34
SRCH00003276,USER000324,Documentary,CONT000676,CONT000903,0.03,2025-04-02 13:20:28
SRCH00003277,USER002022,Anime,CONT000549,CONT000883,0.33,2026-02-05 07:47:12
SRCH00003278,USER000783,Documentary,CONT000173,CONT000992,0.30,2023-04-10 03:03:22
SRCH00003279,USER001107,Anime,CONT000591,CONT000591,0.31,2026-04-05 04:39:51
SRCH00003280,USER001398,KDrama,CONT000009,CONT000351,0.04,2025-05-18 18:13:34
SRCH00003281,USER002369,Comedy,CONT000563,CONT000563,0.82,2026-06-08 10:35:53
SRCH00003282,USER000821,Documentary,CONT000544,CONT000185,0.15,2026-03-11 12:35:54
SRCH00003283,USER002999,Action Movies,CONT000578,CONT000793,0.01,2024-02-13 23:12:45
SRCH00003284,USER000724,Kids,CONT000798,CONT000487,0.05,2024-09-15 18:44:15
SRCH00003285,USER002290,Action Movies,CONT000071,CONT000574,0.44,2023-01-18 22:09:52
SRCH00003286,USER000925,Kids,CONT000616,CONT000869,0.05,2024-12-11 00:31:17
SRCH00003287,USER001493,Drama,CONT000008,CONT000152,0.24,2026-02-14 01:51:32
SRCH00003288,USER001323,Comedy,CONT000550,CONT000550,0.68,2024-02-17 18:23:19
SRCH00003289,USER002343,Action Movies,CONT000023,CONT000017,0.68,2023-08-10 05:32:37
SRCH00003290,USER001322,IPL,CONT000762,CONT000762,0.64,2023-07-29 05:12:56
SRCH00003291,USER001589,Marvel,CONT000555,CONT000402,0.02,2023-04-07 10:09:36
SRCH00003292,USER002630,Kids,CONT000454,CONT000483,0.01,2026-03-10 17:16:00
SRCH00003293,USER001148,IPL,CONT000205,CONT000636,0.11,2023-09-03 12:29:41
SRCH00003294,USER001297,Anime,CONT000991,CONT000031,0.48,2023-01-23 08:01:29
SRCH00003295,USER002007,KDrama,CONT000445,CONT000445,0.81,2026-05-11 15:00:29
SRCH00003296,USER001406,Kids,CONT000058,CONT000058,0.32,2024-08-31 02:36:16
SRCH00003297,USER000033,Documentary,CONT000977,CONT000011,0.50,2023-02-04 09:42:53
SRCH00003298,USER001652,Anime,CONT000331,CONT000930,0.31,2023-05-28 07:11:46
SRCH00003299,USER001382,Kids,CONT000614,CONT000614,0.98,2023-01-15 12:04:18
SRCH00003300,USER001827,KDrama,CONT000575,CONT000575,0.46,2023-01-11 03:44:37
SRCH00003301,USER001959,Action Movies,CONT000540,CONT000540,0.90,2023-02-09 10:43:58
SRCH00003302,USER002693,Comedy,CONT000610,CONT000586,0.60,2024-11-01 00:44:39
SRCH00003303,USER001426,Documentary,CONT000377,CONT000393,0.78,2024-09-07 17:54:06
SRCH00003304,USER001843,Comedy,CONT000267,CONT000267,0.15,2023-01-15 06:29:37
SRCH00003305,USER001788,Documentary,CONT000026,CONT000026,0.01,2025-10-04 15:02:12
SRCH00003306,USER001105,Action Movies,CONT000447,CONT000186,0.02,2024-03-18 07:29:03
SRCH00003307,USER001956,Drama,CONT000051,CONT000050,0.35,2024-08-21 03:47:46
SRCH00003308,USER002287,Kids,CONT000736,CONT000736,0.35,2025-05-22 09:39:58
SRCH00003309,USER000564,Marvel,CONT000962,CONT000950,0.51,2026-01-22 10:04:33
SRCH00003310,USER002526,Marvel,CONT000683,CONT000892,0.49,2026-05-08 16:04:53
SRCH00003311,USER000679,Sci-Fi,CONT000234,CONT000004,0.23,2026-06-16 04:56:54
SRCH00003312,USER002550,IPL,CONT000059,CONT000931,0.21,2025-10-25 16:57:38
SRCH00003313,USER000387,Drama,CONT000949,CONT000442,0.66,2023-10-12 01:33:14
SRCH00003314,USER001970,Sci-Fi,CONT000503,CONT000503,0.05,2025-07-08 07:13:47
SRCH00003315,USER001246,Drama,CONT000538,CONT000043,0.71,2026-02-11 06:46:18
SRCH00003316,USER000262,Sci-Fi,CONT000225,CONT000225,0.06,2023-12-12 12:05:56
SRCH00003317,USER000190,Anime,CONT000277,CONT000766,0.12,2024-02-29 04:30:11
SRCH00003318,USER002591,Comedy,CONT000646,CONT000646,0.84,2023-01-29 16:11:10
SRCH00003319,USER001912,Marvel,CONT000704,CONT000231,0.77,2024-08-19 20:03:33
SRCH00003320,USER000117,Drama,CONT000100,CONT000100,0.96,2023-10-30 03:47:40
SRCH00003321,USER002748,Documentary,CONT000769,CONT000769,0.66,2024-09-18 05:00:22
SRCH00003322,USER000357,Sci-Fi,CONT000301,CONT000301,0.04,2023-03-25 22:03:19
SRCH00003323,USER001586,Action Movies,CONT000038,CONT000595,0.04,2025-11-23 05:36:27
SRCH00003324,USER000334,Action Movies,CONT000238,CONT000238,0.99,2023-09-03 15:04:34
SRCH00003325,USER001628,Drama,CONT000240,CONT000240,0.50,2024-01-11 11:57:20
SRCH00003326,USER000292,KDrama,CONT000325,CONT000498,0.40,2024-04-21 01:59:21
SRCH00003327,USER001277,Marvel,CONT000244,CONT000244,0.82,2023-02-19 18:05:10
SRCH00003328,USER002735,Action Movies,CONT000539,CONT000539,0.52,2026-02-04 06:09:34
SRCH00003329,USER001198,Kids,CONT000476,CONT000406,0.06,2024-04-30 06:01:44
SRCH00003330,USER002452,Anime,CONT000360,CONT000684,0.46,2025-10-07 03:50:13
SRCH00003331,USER002442,Drama,CONT000699,CONT000976,0.32,2023-08-13 11:06:44
SRCH00003332,USER000598,Anime,CONT000063,CONT000063,0.90,2024-09-18 04:32:07
SRCH00003333,USER001195,Drama,CONT000044,CONT000196,0.55,2024-11-13 03:18:51
SRCH00003334,USER002324,Kids,CONT000898,CONT000592,0.19,2025-07-17 19:21:55
SRCH00003335,USER001588,Action Movies,CONT000968,CONT000018,0.64,2025-07-08 20:00:32
SRCH00003336,USER000712,Marvel,CONT000321,CONT000321,0.92,2025-05-25 09:35:11
SRCH00003337,USER000283,IPL,CONT000560,CONT000560,0.81,2024-04-16 04:51:45
SRCH00003338,USER001424,Anime,CONT000262,CONT000228,0.70,2025-04-09 19:02:48
SRCH00003339,USER002873,Action Movies,CONT000967,CONT000458,0.49,2026-01-31 07:43:34
SRCH00003340,USER001778,Drama,CONT000992,CONT000796,0.72,2024-03-11 17:39:53
SRCH00003341,USER001760,Documentary,CONT000915,CONT000915,0.66,2026-04-21 21:18:14
SRCH00003342,USER001477,Action Movies,CONT000915,CONT000080,0.37,2023-01-23 04:52:08
SRCH00003343,USER000206,IPL,CONT000037,CONT000755,0.40,2026-06-27 13:46:16
SRCH00003344,USER000383,Kids,CONT000365,CONT000018,0.21,2025-02-01 12:13:11
SRCH00003345,USER001113,IPL,CONT000493,CONT000911,0.40,2025-06-26 06:34:22
SRCH00003346,USER001872,Kids,CONT000897,CONT000249,0.02,2023-07-07 03:50:58
SRCH00003347,USER000924,Documentary,CONT000732,CONT000732,0.81,2025-03-10 20:49:48
SRCH00003348,USER002497,Sci-Fi,CONT000995,CONT000635,0.37,2023-07-03 11:48:00
SRCH00003349,USER001971,Kids,CONT000412,CONT000412,0.52,2023-06-13 02:27:17
SRCH00003350,USER001429,Marvel,CONT000678,CONT000798,0.08,2025-08-19 17:55:53
SRCH00003351,USER001788,Comedy,CONT000417,CONT000417,0.96,2025-12-13 22:29:47
SRCH00003352,USER002450,Action Movies,CONT000949,CONT000169,0.15,2025-06-03 08:04:40
SRCH00003353,USER002072,Action Movies,CONT000264,CONT000448,0.32,2024-09-02 08:39:22
SRCH00003354,USER002178,IPL,CONT000392,CONT000392,0.96,2023-09-24 02:15:50
SRCH00003355,USER001709,KDrama,CONT000825,CONT000825,0.96,2023-01-24 08:47:37
SRCH00003356,USER000931,IPL,CONT000902,CONT000292,0.62,2023-01-24 16:01:21
SRCH00003357,USER000111,Marvel,CONT000207,CONT000207,0.57,2025-10-20 01:37:34
SRCH00003358,USER000265,KDrama,CONT000789,CONT000315,0.45,2024-05-16 01:56:44
SRCH00003359,USER002485,Action Movies,CONT000697,CONT000132,0.75,2025-03-14 13:41:54
SRCH00003360,USER001151,Drama,CONT000979,CONT000801,0.27,2025-11-14 19:35:27
SRCH00003361,USER000172,Drama,CONT000216,CONT000240,0.72,2025-01-27 05:20:06
SRCH00003362,USER000676,KDrama,CONT000509,CONT000484,0.20,2025-06-05 22:22:55
SRCH00003363,USER002928,Action Movies,CONT000698,CONT000419,0.44,2024-06-09 04:41:06
SRCH00003364,USER000559,Action Movies,CONT000922,CONT000487,0.38,2024-09-26 13:56:09
SRCH00003365,USER000417,Drama,CONT000650,CONT000374,0.69,2023-06-28 07:55:10
SRCH00003366,USER000936,Comedy,CONT000688,CONT000111,0.11,2024-12-24 08:33:52
